**** BEGIN LOGGING AT Thu Oct 18 10:29:54 2018

Oct 18 10:29:54 *	Now talking on #kcs
Oct 19 13:10:02 *	Disconnected (Connection timed out)
**** ENDING LOGGING AT Fri Oct 19 13:10:02 2018

**** BEGIN LOGGING AT Fri Oct 19 15:36:10 2018

Oct 19 15:36:10 *	Now talking on #kcs
Oct 19 15:36:10 *	Topic for #kcs is: Answers to many questions about KCS can be found at https://mojo.redhat.com/groups/cee-kcs-program
Oct 19 15:36:10 *	Topic for #kcs set by jawatts!~jawatts@ovpn-116-152.phx2.redhat.com (Thu Nov 30 13:08:18 2017)
Oct 20 10:49:27 *	Disconnected (Connection timed out)
**** ENDING LOGGING AT Sat Oct 20 10:49:27 2018

**** BEGIN LOGGING AT Mon Oct 22 08:51:13 2018

Oct 22 08:51:13 *	Now talking on #kcs
Oct 22 08:51:13 *	Topic for #kcs is: Answers to many questions about KCS can be found at https://mojo.redhat.com/groups/cee-kcs-program
Oct 22 08:51:13 *	Topic for #kcs set by jawatts!~jawatts@ovpn-116-152.phx2.redhat.com (Thu Nov 30 13:08:18 2017)
Oct 23 09:05:54 *	Disconnected (Connection timed out)
**** ENDING LOGGING AT Tue Oct 23 09:05:54 2018

**** BEGIN LOGGING AT Fri Oct 26 16:35:02 2018

Oct 26 16:35:02 *	Now talking on #kcs
Oct 26 16:35:02 *	Topic for #kcs is: Answers to many questions about KCS can be found at https://mojo.redhat.com/groups/cee-kcs-program
Oct 26 16:35:02 *	Topic for #kcs set by jawatts!~jawatts@ovpn-116-152.phx2.redhat.com (Thu Nov 30 13:08:18 2017)
Oct 28 09:19:32 *	Disconnected (Connection timed out)
**** ENDING LOGGING AT Sun Oct 28 09:19:32 2018

**** BEGIN LOGGING AT Wed Oct 31 11:34:58 2018

Oct 31 11:34:58 *	Now talking on #kcs
Oct 31 11:34:58 *	Topic for #kcs is: Answers to many questions about KCS can be found at https://mojo.redhat.com/groups/cee-kcs-program
Oct 31 11:34:58 *	Topic for #kcs set by jawatts!~jawatts@ovpn-116-152.phx2.redhat.com (Thu Nov 30 13:08:18 2017)
Oct 31 20:45:48 *	Disconnected (Connection timed out)
**** ENDING LOGGING AT Wed Oct 31 20:45:48 2018

**** BEGIN LOGGING AT Fri Nov  9 11:18:10 2018

Nov 09 11:18:10 *	Now talking on #kcs
Nov 09 11:18:10 *	Topic for #kcs is: Answers to many questions about KCS can be found at https://mojo.redhat.com/groups/cee-kcs-program
Nov 09 11:18:10 *	Topic for #kcs set by jawatts!~jawatts@ovpn-116-152.phx2.redhat.com (Thu Nov 30 13:08:18 2017)
**** BEGIN LOGGING AT Wed Nov 21 09:34:28 2018

Nov 21 09:34:28 *	Now talking on #kcs
Nov 21 09:34:28 *	Topic for #kcs is: Answers to many questions about KCS can be found at https://mojo.redhat.com/groups/cee-kcs-program
Nov 21 09:34:28 *	Topic for #kcs set by jawatts!~jawatts@ovpn-116-152.phx2.redhat.com (Thu Nov 30 13:08:18 2017)
**** BEGIN LOGGING AT Fri Dec  7 15:14:54 2018

Dec 07 15:14:54 *	Now talking on #kcs
Dec 07 15:14:54 *	Topic for #kcs is: Answers to many questions about KCS can be found at https://mojo.redhat.com/groups/cee-kcs-program
Dec 07 15:14:54 *	Topic for #kcs set by jawatts!~jawatts@ovpn-116-152.phx2.redhat.com (Thu Nov 30 13:08:18 2017)
**** BEGIN LOGGING AT Fri Dec 14 16:17:36 2018

Dec 14 16:17:36 *	Now talking on #kcs
Dec 14 16:17:36 *	Topic for #kcs is: Answers to many questions about KCS can be found at https://mojo.redhat.com/groups/cee-kcs-program
Dec 14 16:17:36 *	Topic for #kcs set by jawatts!~jawatts@ovpn-116-152.phx2.redhat.com (Thu Nov 30 13:08:18 2017)
